SITE_NO,SITE_NAME,TYPE,MUNICIPALITY,LATITUDE,LONGITUDE
2220,New St/Albert St,INT,MRH,-37.818654,145.220488
2221,Molan St West of Newman St,POS,MRH,-37.819363,145.215187
2222,Station Street south of Fraser Avenue,FLASH PX,KIN,-38.040683,145.110249
2223,Hardys Road / Tuckers road,INT,CAS,-38.105887,145.348878
2224,Nepean Highway Nth of Bapaume Avenue,POS,KIN,-38.041446,145.110186
2226,Rochester Parade nr Scotsdale Drive,FLASH PX,CAS,-38.100944,145.295346
2228,KINGSBURY DR NR RING RD,POS,BOR,-37.720756,145.044069
2229,Heatherton Road west of Fisher Cresent,POS,DAN,-37.969246,145.20842
2230,Fletcher near Nicholson,POS,MNV,-37.7552,144.919471
2231,Manchester Rd / Station Car Park,INT,YRG,-37.783892,145.311226
2232,Shipwright Parade/Bradfield Street,INT,WYN,-37.903101,144.617218
2233,Old Princes Hwy/Glismann Rd/Beaconsfield Ave,INT,CAR,-38.051493,145.37459
2234,Belgrave-Gembrook Rd/Bayview Rd ,INT,YRG,-37.908873,145.356069
2236,Epping Plaza Access Road near Northern Hospital,POS,WHI,-37.651298,145.016722
2237,CHIFLEY/BRUTHEN,INT,BOR,-37.746859,145.029941
2242,OHerns Road/Manor House Drive,INT,WHI,-37.636404,145.014794
2243,Patterson Drive near Hayes Hill Boulevard,POS,WHI,-37.544825,144.990231
2244,Wantirna Rd / Reilly St,INT,MRH,-37.826387,145.227305
2246,McCormicks Rd btw Ballarto Rd & Gamble St,POS,FRA,-38.116103,145.194225
2248,LANCEFIELD/ROLLING MEADOWS/RHYE,INT,HUM,-37.571485,144.760265
2250,COOPER STREET / YALE DRIVE,INT,WHI,-37.650679,145.011602
2253,Evans Rd / Boland Dr / Merinda Park Blvd,INT,CAS,-38.076881,145.258712
2259,HOFFMANS NR ROSEHILL,POS,MNV,-37.749239,144.890363
2260,Melbourne Road/Mclister Street/Birmingham Street,INT,HOB,-37.83098,144.881554
2261,Hallam North Road / Thomas Mitchell Drive,INT,CAS,-37.980972,145.278178
2262,MCDONALD/ACCESS,INT,BRM,-37.81585,144.846869
2263,Sofra  Road / Burlina Boulevard,INT,CAS,-38.113637,145.372241
2264,Robinsons Road/Quinn Street/Westwood Drive,INT,BRM,-37.771503,144.756147
2268,Hallam North Road / Heatherton Road,INT,CAS,-37.977431,145.278743
2269,HUME HWY/RILEY RD,INT,HUM,-37.586325,144.941231
2270,Watton Street Between Comben Dr & Duncans Rd,FLASH PX,WYN,-37.901654,144.660731
2271,Watton St Between Duncans Rd & Cherry St,FLASH PX,WYN,-37.900502,144.662862
2273,Heatherton Road / Retail Access Rd,INT,CAS,-37.977039,145.276202
2275,ISON ROAD /BLACK FOREST ROAD,INT,WYN,-37.897659,144.59354
2276,Ballarat Road  / Hulett Street,INT,BRM,-37.774905,144.810802
2278,Boundary Road/ Hurst Drive,INT,WYN,-37.806044,144.704904
2279,Maribyrnong Rd NR Moore St,POS,MNV,-37.772254,144.921033
2281,Pattersons Rd / Orana Blvd / South St,INT,CAS,-38.124419,145.373847
2285,Mickleham Road/Mount Ridley Road,INT,HUM,-37.562009,144.87667
2286,Mount Ridley Road/Brossard Road,INT,HUM,-37.563056,144.885769
2289,South Road / Bignell Road,INT,KIN,-37.937369,145.068605
2290,South Road / Tucker Road,INT,KIN,-37.934683,145.048384
2291,Atkinson St near Dalgety St,POS,MSH,-37.890607,145.093906
2292,Princes Hwy / Cobain St ,POS,MSH,-37.916652,145.130762
2293,BAY/ROUSE,INT,PTP,-37.841978,144.939216
2294,ALBERT/MSAC ACCESS ROAD EXIT,INT,PTP,-37.840159,144.961648
2295,BRIDPORT NR MONTAGUE,POS,PTP,-37.840702,144.955699
2297,CARLISLE NR ST KILDA (LIBRARY),POS,PTP,-37.868253,144.989471
2298,JACKA NR LWR ESPLANADE,POS,PTP,-37.867446,144.97469
2299,JACKA NTH LWR ESPLANADE,POS,PTP,-37.865726,144.973497
2300,ST KILDA/UNION,INT,PTP,-37.853266,144.98175
2301,NEPEAN(ST KILDA)/PUNT,INT,PTP,-37.856751,144.982477
2302,NEPEAN/FITZROY/WELLINGTON,INT,PTP,-37.856393,144.983185
2303,NEPEAN/BARKLY,INT,PTP,-37.857862,144.983101
2304,NEPEAN/ALMA,INT,PTP,-37.860497,144.984471
2305,NEPEAN/INKERMAN,INT,PTP,-37.864631,144.985873
2306,NEPEAN/CARLISLE,INT,PTP,-37.867972,144.98727
2307,BRIGHTON NR DICKENS,POS,PTP,-37.870162,144.988421
2308,NEPEAN/CHAPEL,INT,PTP,-37.872035,144.989673
2309,NEPEAN NR MILTON,POS,PTP,-37.872685,144.990003
2310,NEPEAN/GLEN EIRA/BYRON,INT,PTP,-37.87625,144.992363
2311,BEACONSFIELD/COWDEROY,INT,PTP,-37.858634,144.969537
2312,NEPEAN/GLENHUNTLY/HOTHAM,INT,BAY,-37.883745,144.996828
2313,NEPEAN/RUSDEN,INT,BAY,-37.886161,144.999201
2314,NEPEAN NR SCOTT,POS,PTP,-37.879121,144.994035
2315,NEPEAN/MARTIN/GARDENVALE,INT,BAY,-37.897608,145.005663
2316,NEPEAN/NORTH,INT,BAY,-37.899837,145.006459
2317,NEPEAN/BAY/MILROY/HAMPTON,INT,BAY,-37.9064,145.008372
2318,BAY NR JACK,POS,BAY,-37.956472,145.04397
2319,NEPEAN/HAWTHORN,INT,BAY,-37.914639,145.016837
2320,NEPEAN/CENTRE,INT,BAY,-37.915897,145.018118
2321,NEPEAN/MARRIAGE/THOMAS,INT,BAY,-37.920695,145.022318
2322,NEPEAN/SOUTH,INT,BAY,-37.933006,145.034374
2323,NEPEAN/STATION/KEILLER,INT,KIN,-37.93586,145.036725
2324,NEPEAN/WICKHAM,INT,KIN,-37.945195,145.043238
2325,NEPEAN/HIGHETT/ROWANS,INT,KIN,-37.949484,145.04626
2326,NEPEAN/BAY/KAREN,INT,KIN,-37.957435,145.051922
2327,NEPEAN/CHESTERVILLE/CHARMAN,INT,KIN,-37.9633,145.056087
2328,NEPEAN/CENTRE DANDENONG,INT,KIN,-37.965665,145.057795
2329,NEPEAN/WARRIGAL/BALCOMBE,INT,KIN,-37.982174,145.071351
2330,NEPEAN/LWR DANDENONG,INT,KIN,-37.982594,145.074113
2331,NEPEAN/PARKERS/IMES,INT,KIN,-37.990709,145.081351
2332,NEPEAN/WHITE,INT,KIN,-37.998301,145.083797
2333,NEPEAN NR CENTREWAY,POS,KIN,-38.006934,145.086912
2334,NEPEAN/STATION,INT,KIN,-37.967419,145.059184
2335,NEPEAN NR ARNOT,POS,BAY,-37.912331,145.014213
2336,NEPEAN/DENDY,INT,BAY,-37.922877,145.024464
2337,NEPEAN/CUMMINS/PATTERSON,INT,GLE,-37.924902,145.026256
2338,NEW NR PARK,POS,BAY,-37.912391,144.991637
2339,NEPEAN/SOUTHLAND NTH ENT,INT,KIN,-37.959025,145.053064
2340,NEPEAN/SOUTHLAND SHOPPING,INT,KIN,-37.960374,145.054032
2341,BAY/CHELTENHAM MARKET,INT,KIN,-37.957136,145.049472
2343,NEPEAN/TANTI/PENTECOST,INT,MRP,-38.226435,145.048847
2345,CENTRE DANDENONG NR NEPEAN,POS,KIN,-37.965852,145.059342
2346,MACKIE NR DEAKIN,POS,GLE,-37.915442,145.074756
2347,CENTRE NR LORANNE,POS,GLE,-37.918004,145.035014
2348,CHARMAN NR STATION,POS,KIN,-37.968529,145.055104
2349,CENTRE/MONASH MEDICAL CENTRE,INT,GLE,-37.921934,145.065143
2350,WICKHAM/BLUFF,INT,BAY,-37.942789,145.022865
2351,NEW/HEAD,INT,BAY,-37.89231,144.995455
2352,NEPEAN HWY NR LATROBE,POS,KIN,-37.975005,145.065274
2353,WHITE/TREEBY,INT,KIN,-38.000578,145.102404
2354,NEPEAN HWY/BUNNINGS ACCESS,INT,KIN,-37.977182,145.067051
2356,NEPEAN HWY NR OAK,INT,KIN,-37.973805,145.064294
2358,Warren Road btw Brisbane Tce & Clare St,POS,KIN,-37.990285,145.093182
2359,Baxterpark Dr btwn Shamrock-Arklay ,POS,MLT,-37.712116,144.619455
2361,SPRINGVALE ROAD / VIRGINIA STREET / NEWCOMEN ROAD,INT,DAN,-37.947136,145.153117
2362,Thames Promenade / Scotch Parade ,INT,KIN,-38.048034,145.124682
2363,Newlands Road / McMahons Road,INT,MRD,-37.728549,144.972507
2364,HARDYS ROAD / BELLS ROAD,INT,CAS,-38.107805,145.366467
2366,Boronia Road / Lewis Road,INT,KNO,-37.856114,145.253765
2367,Timbertop Boulevard / Hedgevale Drive / Pink Hill Bouelvard,INT,CAR,-38.055618,145.398425
2369,Findon nr Maserati,POS,WHI,-37.638217,145.032017
2371,DONNYBROOK RD/ MONAKEEBA BVD,INT,WHI,-37.548141,145.021951
2373,Lathams Road / Stephenson Rd,INT,FRA,-38.098981,145.151898
2374,Lathams Road / Colemans Road,INT,FRA,-38.098446,145.164822
2375,BUCKLEY NR GARNET,POS,MNV,-37.753577,144.886102
2377,EDGARS ROAD / ROCKFIELD STREET,INT,WHI,-37.646457,145.006316
2380,Western Port Highway / Cranbourne-Frankston Road,INT,FRA,-38.13405,145.228196
2382,Western Port Highway / Ballarto Road,INT,FRA,-38.121817,145.230551
2383,BAXTER-TOORADIN ROAD WEST OF GOLF LINKS ROAD,POS,MRP,-38.199084,145.181876
2384,Edgars Road/Road B,INT,GEN,,
2385,Bell Street btn Blanch St & Donovan ST,POS,DAR,-37.744849,145.000251
2386,Thomas Street near Union Street,POS,BAY,-37.910612,145.024203
2387,CHILDS/BOWMAN,INT,WHI,-37.661502,145.037724
2389,Forrest Street/Fitgerald Road Connector,INT,BRM,-37.781936,144.794646
2393,ALEXANDRA AVE NR LINLITHGOW AVE,POS,MBN,-37.821132,144.971591
2395,PARK ST / WELLS ST,INT,PTP,-37.832876,144.969771
2397,KINGSWAY/SOUTHERN LINK,INT,MBN,-37.827826,144.962224
2398,SIR JOHN MONASH NR QUEENS ,FLASH PX,GLE,-37.877855,145.044777
2399,TODD/WEBB DOCK/WESTGATE WB RAMPS,INT,PTP,-37.834093,144.913483
2400,PHE/YORK,INT,MBN,-37.829553,144.963934
2402,PHE/WEST GATE FWY EXIT,INT,MBN,-37.829553,144.963934
2403,PHE/STURT,INT,PTP,-37.830784,144.965153
2404,PHE/PARK,INT,PTP,-37.833437,144.967764
2405,PHE/ALBERT,INT,PTP,-37.83513,144.971089
2406,PHE/QUEENS,INT,PTP,-37.836233,144.973047
2407,PHE/LORNE (X LAKESIDE),INT,PTP,-37.850738,144.978351
2408,PHE/UNION,INT,PTP,-37.853554,144.979322
2409,PHE/CHAPEL,INT,PTP,-37.85779,144.992239
2410,MARINE NR ELWOOD CANAL,POS,PTP,-37.879146,144.977385
2411,PHE/HOTHAM/WILLIAMS,INT,PTP,-37.859184,145.001334
2412,PHE/ORRONG,INT,GLE,-37.860434,145.01051
2413,PHE/KOOYONG,INT,GLE,-37.862888,145.019432
2414,PHE/GLENFERRIE/HAWTHORN,INT,FRA,-37.866462,145.02766
2415,PHE NR CARNARVON,POS,STO,-37.866906,145.029306
2416,PHE/NORMANBY/STATION,INT,GLE,-37.868478,145.031261
2417,DANDENONG/TOORONGA,INT,GLE,-37.873622,145.038283
2418,PHE/FINCH/DERBY,INT,GLE,-37.875533,145.041941
2419,PHE/BURKE/SIR JOHN MONASH,INT,GLE,-37.878155,145.047347
2420,PHE/GRANGE,INT,GLE,-37.881163,145.049558
2421,PHE/DARLING/KOORNANG,INT,GLE,-37.883888,145.058073
2422,PHE/MURRUMBEENA/BELGRAVE,INT,FRA,-37.884552,145.067478
2423,PHE NR SUTHERLAND,POS,GLE,-37.884552,145.07066
2424,PHE/POATH/CHADSTONE,INT,GLE,-37.887244,145.078165
2425,PHE/WARRIGAL,INT,STO,-37.893093,145.088202
2426,PHE/ATKINSON,INT,MSH,-37.893783,145.093348
2427,PHE/FERNTREE GULLY,INT,MSH,-37.896255,145.098028
2428,PHE/ATHERTON/HUNTINGDALE,INT,MSH,-37.900821,145.105468
2429,PHE/CLAYTON,INT,MSH,-37.911347,145.12231
2430,PHE/NORTH/WELLINGTON,INT,MSH,-37.914779,145.127722
2431,PHE/BLACKBURN,INT,MSH,-37.921876,145.139087
2432,PHE/MCNAUGHTON,INT,MSH,-37.923378,145.141482
2433,DANDENONG/WATTLETREE,INT,GLE,-37.861025,145.014972
2434,PHE/WAVERLEY,INT,FRA,-37.87601,145.04503
2435,PHE/SMITH/RAILWAY/NORMANBY,INT,GLE,-37.875042,145.040387
2437,PHE/CHADSTONE ENT 3,INT,FRA,-37.889126,145.081687
2438,PHE NR THE AVENUE,POS,FRA,-37.858271,144.996902
2441,ORRONG NR AVALON,POS,STO,-37.858097,145.010896
2442,KOORNANG/ARAWATTA,INT,GLE,-37.885197,145.057825
2469,Todd Road/Webb Dock Drive/Cook Street,INT,MBN,-37.83251,144.912063
2470,Orrong Road near Sandham Street,POS,GLE,-37.882618,145.006278
2471,Grange Road - Oakleigh Road,INT,GLE,-37.898243,145.045085
2472,Balcombe Road / Como Parade,INT,KIN,-37.981236,145.064497
2473,GREENS ROAD / CALLAWAY STREET,INT,WYN,-37.885691,144.601361
2474,Sydney Street nr Derrimut Street,FLASH PX,BRM,-37.776952,144.823262
2475,Wellington St / Keele St,FLASH PX,YRA,-37.797215,144.987705
2478,Palmers Road / Dohertys Road,INT,WYN,-37.824959,144.749057
2479,BOURKE STREET NR RUSSELL STREET(west end of east bound direction of tram at  platform tram stop),FLASH PX,MBN,-37.812651,144.968718
2480,BOURKE STREET NR RUSSELL STREET(East end of East bound direction of tram at  platform tram stop),FLASH PX,MBN,-37.812487,144.96915
2481,BOURKE STREET NR RUSSELL STREET (west end of west bound direction of tram at  platform tram stop),FLASH PX,MBN,-37.812652,144.968715
2482,Rosanna Road Near Brown Street,POS,BAN,-37.75249,145.070373
2483,CHADSTONE SHOPPING CENTRE WEST MALL,INT,STO,-37.885401,145.078495
2484,GLENFERRIE NR JOHNSON,POS,BOR,-37.816947,145.036408
2485,GLENFERRIE NR GARDINER,POS,STO,-37.838026,145.032566
2486,CHADSTONE SHOPPING- ENT 1-WSTRN ACCESS RD /CARPARK A ENT,INT,FRA,-37.88744,145.07869
2487,PHE NR IRVING (LANSDOWNE),POS,FRA,-37.859989,145.007416
2490,Dohertys Rd / Port Phillip Prison Access,INT,WYN,-37.825366,144.752984
2491,Dohertys Rd / Fitzgerald Rd,INT,WYN,-37.828029,144.785579
2492,Hampshire Rd bet Corio St and Sun Crescent,POS,BRM,-37.788772,144.831587
2493,East Esplanade near Victoria Square,FLASH PX,BRM,-37.742346,144.798711
2494,PLENTY NR RIVERGUM,POS,WHI,-37.665646,145.072054
2495,Yan Yean Road / Kurrak Road,INT,NBK,-37.650689,145.121468
2496,PLENTY ROAD / RIVERGUM DRIVE,INT,WHI,-37.662858,145.072431
2498,PHW NR WALES ,POS,MRG,-37.805355,144.880191
2499,SMITHFIELD/SPEAKMEN,INT,MBN,-37.794083,144.914975
2500,RACECOURSE/SMITHFIELD,INT,MNV,-37.787694,144.925212
2501,PHW(SMITHFIELD)/EPSOM,INT,MBN,-37.789148,144.922922
2502,SMITHFIELD/GATEHOUSE/STABLES,INT,MBN,-37.791072,144.91982
2503,BALLARAT/MOORE,INT,MRG,-37.794882,144.90431
2504,PHW/WESTERN HWY,INT,MRG,-37.794463,144.900531
2505,PHW/DROOP,INT,MRG,-37.796493,144.896947
2506,PHW/BARKLY/VICTORIA,INT,MRG,-37.798921,144.892358
2507,PHW/GEELONG,INT,MRG,-37.803978,144.882798
2508,PHW/SOMERVILLE/ROBERTS,INT,MRG,-37.811073,144.869683
2509,PHW/MILLERS/FRANCIS,INT,HOB,-37.816697,144.850076
2510,PHW/MCDONALD,INT,HOB,-37.817418,144.846575
2511,PHW/BURGESS/OLD GEELONG,INT,HOB,-37.820574,144.835467
2512,PHW/GRIEVE,INT,BRM,-37.822145,144.829832
2513,PHW/LITTLE BOUNDARY,INT,WYN,-37.824047,144.824049
2514,SOMERVILLE/PARAMOUNT,INT,MRG,-37.810245,144.860807
2515,DROOP/DONALD,INT,MRG,-37.798217,144.898395
2517,WHITEHALL NR HALL,POS,MRG,-37.816923,144.899289
2518,SUNSHINE/ROBERTS,INT,MRG,-37.800624,144.871669
2519,PHW/CEMETERY,INT,HOB,-37.813816,144.859834
2520,ASHLEY/CENTRAL WEST PLAZA,INT,MRG,-37.794171,144.862975
2521,CHARLES ST NR VICTORIA ST,FLASH PX,MRG,-37.806622,144.891352
2524,EPSOM NR BANGALORE,POS,MBN,-37.793053,144.92667
2525,Victoria St bt Pilgrim St and Austin St,FLASH PX,MRG,-37.80535,144.89205
2526,Inkerman Road near Orrong Grove,POS,GLE,-37.868154,145.013679
2531,Hume Drive / Overton Lea Blvd,INT,MLT,-37.709723,144.76811
2532,Haughton Road nr Thomas St (Bus Lane),POS,MSH,-37.92517,145.120831
2533,WILTSHIRE BLVD NR SADIE AVE,POS,MLT,-37.714344,144.627953
2534,Chandler Hwy / Main Rd,INT,YRA,-37.78332,145.025467
2535,Foundry Road nr Harvester Road,FLASH PX,BRM,-37.779202,144.83007
2536,Harvester Rd nr Foundry Rd ,POS,BRM,-37.778569,144.829981
2545,Geelong Rd Service Rd NR Buckley  St,FLASH PX,MRG,-37.802417,144.886229
2546,COBURNS RD BTW PERRY AND CARINA,POS,MLT,-37.682069,144.568706
2547,FITZGERALD/CALLAWAY,INT,BRM,-37.793218,144.790103
2548,GOURLAY/HUME DRIVE,INT,MLT,-37.710108,144.74075
2549,AQUATIC NR ROSAMOND,FLASH PX,MRG,-37.77746,144.8852
2565,WESTERN HWY/CHISHOLM DR/PANAMAX DR,INT,MLT,-37.759398,144.748378
2566,EPPING NR TAGGERTY,POS,WHI,-37.633538,145.027024
2567,TAYLORS/COPPERFIELD,INT,BRM,-37.725988,144.767881
2568,O'HERNS/MILLER/GREAT BROME,INT,WHI,-37.636962,145.021858
2569,BOORAN NR MARARA,POS,GLE,-37.896929,145.036116
2570,MT DERRIMUT/AUSTRALIS,INT,BRM,-37.804645,144.770158
2571,COMMERCIAL/LAKE,INT,MLT,-37.729791,144.74506
2577,FITZGERALD/ALLISON/DAVID,INT,BRM,-37.791772,144.790296
2578,AQUATIC DR NR ROSAMOND RD,FLASH PX,MRG,-37.775721,144.88548
2579,TAYLORS/KERRISON/REGAN,INT,BRM,-37.727853,144.789902
2580,TAYLORS/EAST ESPLANADE,INT,BRM,-37.727987,144.793754
2581,FITZGERALD/WRR IB RAMP,INT,BRM,-37.794621,144.789829
2582,GOURLAY NR COMMUNITY HUB,POS,MLT,-37.698505,144.742997
2583,KINGS/WATERGARDENS ENTRANCE 4,INT,BRM,-37.699177,144.780668
2584,KINGS/WATERGARDENS ENTRANCE 5,INT,BRM,-37.703942,144.779093
2585,KINGS/HUME,INT,BRM,-37.710841,144.777813
2586,KINGS/GOLDSMITH,INT,BRM,-37.715588,144.780474
2587,KINGS/DELAHEY VILLAGE NORTH ENTRANCE,INT,BRM,-37.724961,144.781276
2588,OVERTON LEA NR COMMUNITY HUB,POS,BRM,-37.701803,144.764453
2589,HUME DRIVE/COPPERFIELD ,INT,BRM,-37.710061,144.771017
2590,ELEANOR NR STANLAKE,FLASH PX,MRG,-37.792217,144.885531
2591,CAROLINE SPRINGS/COLLEGE,INT,MLT,-37.730984,144.741619
2592,KINGS/WATERGARDENS SHOP CENTRE ENT 3,INT,BRM,-37.699177,144.780668
2593,CAROLINE SPRINGS/LAKE,INT,MLT,-37.733739,144.741046
2595,MELTON HWY/GOURLAY,INT,MLT,-37.691938,144.74423
2597,MELTON HWY/CALDER PARK,INT,MLT,-37.693442,144.7566
2598,MELTON HWY NR ARRAN,POS,BRM,-37.694062,144.761639
2600,WESTERN HWY NR TIERNAN,POS,MRG,-37.793743,144.897949
2601,WESTERN HWY/TIERNAN/HOADLEY,INT,MRG,-37.793411,144.896865
2602,WESTERN HWY/DROOP/FARNSWORTH,INT,MRG,-37.792681,144.894451
2603,WESTERN HWY/GORDON,INT,MRG,-37.791183,144.8895
2604,WESTERN HWY/ELEANOR,INT,MRG,-37.789761,144.885955
2605,WESTERN HWY/ROSAMOND/S'HILL,INT,MRG,-37.788598,144.883094
2606,WESTERN/CHURCHILL,INT,MRG,-37.782866,144.868936
2607,WESTERN HWY/ASHLEY,INT,MRG,-37.781344,144.865415
2608,WESTERN HWY / DARNLEY / BUTLER,INT,MRG,-37.779687,144.852528
2609,WESTERN HWY/DUKE,INT,BRM,-37.779102,144.847199
2610,WESTERN HWY/NORTHUMBERLAND,INT,BRM,-37.778326,144.840465
2611,WESTERN HWY NR WESTMORELAND,POS,BRM,-37.777833,144.836057
2612,WESTERN HWY/HAMPSHIRE,INT,BRM,-37.777533,144.833395
2613,WESTERN HWY/MCINTYRE/ANDERSON,INT,BRM,-37.777059,144.82872
2614,WESTERN HWY/STATION,INT,BRM,-37.770309,144.77471
2615,WESTERN HWY NR THOMSON,POS,MRG,-37.785936,144.87652
2616,WESTERN HWY/HOLT/G & F ENT,INT,BRM,-37.771938,144.799848
2617,WESTERN HWY NR MARCELLIN,POS,BRM,-37.768706,144.768477
2618,RALEIGH NR WESTS/TRAM CROSSING,INT,MRG,-37.769395,144.883069
2619,MONASH/DUKE/SOUTH,INT,BRM,-37.790054,144.845365
2620,CHURCHILL NR DOBSON,POS,MRG,-37.786713,144.848902
2621,MARKET/SOMERVILLE,INT,BRM,-37.807786,144.837696
2622,GLENGALA NR SIMMIE,POS,BRM,-37.790031,144.815952
2623,STATION/TILBURN,INT,BRM,-37.777894,144.773703
2624,ROSAMOND/HIGHPOINT CITY NORTH ENT,INT,MRG,-37.770356,144.886456
2625,ROSAMOND/HIGHPOINT CITY SHOP ENT,INT,MRG,-37.77276,144.886019
2626,RALEIGH/CLYDE,INT,MRG,-37.769793,144.898975
2627,WESTERN HWY/WRR ,INT,BRM,-37.770445,144.794128
2628,WRR/SUNSHINE/MCINTYRE,INT,BRM,-37.751576,144.832732
2629,SUNSHINE/MAIN ROAD EAST,INT,BRM,-37.747906,144.830627
2630,WRR/FITZGERALD,INT,BRM,-37.799042,144.789324
2631,WRR/BOUNDARY,INT,BRM,-37.815428,144.809167
2633,TILBURN/FITZGERALD/FORREST,INT,BRM,-37.781685,144.791679
2634,MCINTYRE/SUFFOLK,INT,BRM,-37.771601,144.829735
2635,MONASH NR WHITTY,POS,BRM,-37.789001,144.835906
2636,MELTON HWY/VERONA,INT,BRM,-37.700737,144.796279
2637,MELTON HWY/PARMELIA,INT,BRM,-37.698579,144.78638
2638,MELTON HWY/KINGS,INT,BRM,-37.697451,144.781239
2639,MELTON HWY/SHOPPING CENTRE ENT 2,INT,BRM,-37.696818,144.778268
2640,MELTON HWY/MCCUBBIN,INT,BRM,-37.695882,144.774556
2641,WESTERN HWY/HARVESTER,INT,BRM,-37.777224,144.830647
2642,ANDERSON/FOUNDRY,INT,BRM,-37.779109,144.828375
2643,DEVONSHIRE/HARVESTER,INT,BRM,-37.784672,144.830344
2644,MCINTYRE/PHOENIX,INT,BRM,-37.775225,144.829058
2645,MELTON HWY/OVERTON LEA,INT,BRM,-37.694617,144.766159
2646,COBURNS/BARRIES,INT,MLT,-37.687577,144.567553
2647,BOUNDARY/PLUMMER/SPENCER,INT,WYN,-37.815529,144.810368
2648,HAMPSHIRE NR HARVESTER,FLASH PX,BRM,-37.786418,144.831715
2649,SHARPS/AIRPORT,INT,HUM,-37.706839,144.867806
2650,HIGH/PALMERSTON,INT,MLT,-37.683202,144.58314
2651,HIGH/O'NEILLS/STATION,INT,MLT,-37.683602,144.577947
2652,BOUNDARY RD / EAST OF MT DERRIMUT RD,INT,WYN,-37.812589,144.775916
2653,HIGH/MELTON VALLEY,INT,MLT,-37.683972,144.594389
2654,COBURNS/SHOP CENTRE ACCESS,INT,MLT,-37.686345,144.567789
2655,ROBINSONS/AUSTRALIS/SCHEMBRI,INT,MLT,-37.800864,144.752204
2656,WESTERN HWY/WESTWOOD,INT,MLT,-37.762119,144.754263
2657,HIGH NR PALMERSTON & ALEXANDRA,POS,MLT,-37.683299,144.581892
2658,WESTERN HWY/CHRISTIES/CAROLINE SPRING,INT,MLT,-37.756332,144.739647
2659,TAYLORS/CARBINE,INT,BRM,-37.728037,144.797385
2660,SOMERVILLE/MCDONALD,INT,BRM,-37.809012,144.848127
2661,COBURNS/RICHARD,INT,MLT,-37.694291,144.566338
2662,STATION/RICHARD,INT,MLT,-37.695675,144.576443
2663,BAY NR LIARDET,POS,PTP,-37.839131,144.94184
2664,RALEIGH/RANDALL,INT,MRG,-37.768648,144.889289
2666,WESTERN HWY/CAIRNLEA,INT,BRM,-37.770769,144.789947
2667,EAST ESPLANADE NR POWER,FLASH PX,BRM,-37.729846,144.794324
2668,BERKSHIRE/BUNNETT,INT,BRM,-37.765354,144.840171
2669,HIGH NR COBURNS,POS,MLT,-37.684381,144.56714
2670,FURLONG NR CAMPERDOWN,POS,BRM,-37.7617,144.823464
2671,FURLONG NR FORD,POS,BRM,-37.762354,144.82862
2672,MCKECHNIE BTN MARSDEN & ENA,FLASH PX,BRM,-37.745485,144.79982
2673,GLENGALA BTN SIMMIE & OLDFIELD,FLASH PX,BRM,-37.790427,144.817196
2674,FURLONG/CAIRNLEA,INT,BRM,-37.757862,144.791337
2675,FURLONG/BROWNE,INT,BRM,-37.759417,144.804346
2676,WESTWOOD DRV BTW ELLIOT CRT N LANDY CRT,POS,MLT,-37.759255,144.755366
2677,DUKE/SURREY,INT,BRM,-37.767284,144.849345
2678,ALFRIEDA NR MAIN EAST,FLASH PX,BRM,-37.744164,144.800539
2679,ROBINSONS/RIDING BOUNDARY/FOLEYS,INT,BRM,-37.781403,144.7548
2680,CAROLINE SPRINGS/COMMERCIAL,INT,MLT,-37.729574,144.741609
2681,ROBINSONS/HATCHLANDS,INT,BRM,-37.777011,144.75543
2682,MT DERRIMUT/ PARAMOUNT BLVD,INT,BRM,-37.787658,144.772397
2683,HIGH/BARRIES,INT,MLT,-37.684958,144.558999
2684,SOUTH CENTRE/ANNANDALE/BELLATERRA,INT,HUM,-37.704092,144.858238
2685,SOMERVILLE/ALICK,INT,MRG,-37.809176,144.851502
2686,BALLARTO/MCCORMICKS,INT,FRA,-38.117162,145.194044
2687,FRANKSTON-CRANBOURNE/BEACH,INT,FRA,-38.148311,145.145166
2688,ROBINSONS/CALARCO,INT,BRM,-37.799442,144.752383
2690,ROBINSONS/WINDSOR,INT,BRM,-37.787134,144.754034
2691,BALACLAVA NR LABASSA,POS,GLE,-37.87105,145.011743
2692,EPPING/HAYSTON/LYNDARUM,INT,WHI,-37.628395,145.027868
2693,BALACLAVA NR EMPRESS,POS,GLE,-37.869772,145.001496
2694,FAIRBAIRN/INDUSTRIAL/NORTHERN ACCESS,INT,BRM,-37.810985,144.817832
2695,COOPER BTW DAVISSON/HOWARD,POS,WHI,-37.652302,145.027902
2696,WESTMORELAND BTW BALLARAT & PHOENIX ,FLASH PX,BRM,-37.776793,144.834748
2697,WINDSOR/CAPESTHORNE/LENNON PARKWAY,INT,BRM,-37.791583,144.762309
2698,DALTON NR GUILA ,POS,WHI,-37.654864,145.031224
2699,GLENGALA NR DINNELL,POS,BRM,-37.78808,144.807017
2700,FAIRBAIRN NR TALINTYRE,POS,BRM,-37.798438,144.818259
2701,MELTON HWY/SUNSHINE,POS,BRM,-37.701628,144.800222
2702,WESTMORELAND NR SUFFOLK,POS,BRM,-37.771752,144.835642
2703,SOUTH NR MYAMYN,POS,MRG,-37.790966,144.848045
2705,ST ALBANS/MULHALL,INT,BRM,-37.757832,144.81017
2706,STATION/BILLINGHAM/FURLONG,INT,BRM,-37.759972,144.776385
