SITE_NO,SITE_NAME,TYPE,MUNICIPALITY,LATITUDE,LONGITUDE
1733,Boundary Road near Sutton Street,POS,MBN,-37.792554,144.939393
1734,Black Forest Rd/ Haines Dv/ Treeve Rd,INT,WYN,-37.899572,144.610337
1737,DONNYBROOK ROAD / ST GEORGES BOULEVARD,INT,HUM,-37.53914,144.936408
1738,Thompsons Rd / Laker Bvd / Matterhorn Dr,INT,CAS,-38.090395,145.34273
1739,"Toorak Road, West of Glenbervie Road",POS,FRA,-37.843651,145.030281
1740,EDGARS ROAD / WILLANDRA DRIVE,INT,WHI,-37.643789,145.007166
1741,Dunnings Road / Hacketts Road,INT,WYN,-37.883295,144.719063
1742,Reserve  Road / Weatherall Road,INT,BAY,-37.970183,145.03601
1743,GRAND NR ROYAL,POS,HUM,-37.575966,144.925736
1744,King Street North of Jeffcott Street,POS,MBN,-37.811378,144.95344
1745,Leakes Road / Davis Road,INT,WYN,-37.829842,144.654019
1746,Bambra Road / Neerim Road,INT,GLE,-37.8852,145.029295
1747,Calder Park Drive near Loddon Drive,POS,MLT,-37.7139,144.7554
1748,DONNYBROOK ROAD/ DWYER STREET,INT,HUM,-37.541022,144.954413
1749,Centre Road near Burgess Street,POS,GLE,-37.918222,145.036808
1751,DONNYBROOK RD/ERROL BLVD/ELLSCOTT BLVD,INT,HUM,-37.53485,144.898516
1752,BRIDGE INN ROAD/SISSINGHURST PARADE,INT,WHI,-37.600258,145.092905
1753,Berwick-Cranbourne Rd / Plymouth Blvd,INT,CAS,-38.098027,145.331109
1754,Point Nepean Road near The Loop,POS,MRP,-38.358714,144.771248
1755,Corrigan Road / Henderson Road,INT,DAN,-37.981973,145.165102
1756,Falconer Road / Yeoman Crt / CFA station,INT,MAN,-37.770613,145.221726
1762,Hacketts Road near Brownlow Drive,POS,WYN,-37.888928,144.718228
1765,Hall Road / Bradman Drive,INT,CAS,-38.108123,145.242874
1766,Mountain Highway / Station Street,INT,KNO,-37.840794,145.266287
1767,Ballan Road / Welcome Parade,INT,WYN,-37.849581,144.580636
1768,York Road  btw Karen Crt & Hawkins Rd,POS,YRG,-37.797004,145.365672
1769,Princes Domain Drive near Spring Square,FLASH PX,CAS,-38.003693,145.265691
1770,Ison Road / Holyoake Parade / Eureka Dv,INT,WYN,-37.867512,144.593411
1771,Ison Road / Manor Lakes Boulevard,INT,WYN,-37.874661,144.592749
1772,Arden St/Courtney St/Chetwyn St/Wreckyn St,FLASH PX,MBN,-37.801438,144.952229
1775,Young Street / Wells Street,INT,FRA,-38.144025,145.125196
1776,Springvale Road nr Station Street,POS,WTH,-37.820567,145.175635
1777,Station Street nr Penguin Park,FLASH PX,KNO,-37.842064,145.2675
1780,CRAIGIEBURN ROAD/BOUNDARY ROAD,INT,WHI,-37.603279,144.978044
1781,BRIDGE INN ROAD/SCHOTTERS ROAD,INT,WHI,-37.601281,145.101595
1782,PLENTY ROAD / TREVI DRIVE,INT,WHI,-37.603382,145.094617
1783,PLENTY ROAD / CAMPANIA LANE / FLOURMILL DRIVE,INT,WHI,-37.605575,145.094609
1784,EVANS RD / DUFF ST,INT,CAS,-38.102137,145.253852
1785,EVANS RD / STRATHLEA DR,INT,CAS,-38.107571,145.252734
1787,Clyde-Five Ways Rd / Waterman Dr,INT,CAS,-38.122684,145.326392
1788,Berwick-Cranbourne Rd / Hammersley Dr,INT,CAS,-38.093037,145.332041
1793,Robinsons Road / Paraweena Drive / K & S Access,INT,WYN,-37.813492,144.750625
1794,Palmers Road / Robinsons Road / Boundary Road,INT,WYN,-37.810379,144.750815
1795,Robinsons Road / Sunline Drive,INT,MLT,-37.806372,144.751341
1796,Robinsons Road / Middle Road,INT,MLT,-37.797969,144.752256
1797,O'Shea Road / Bells Road,INT,CAS,-38.062746,145.364254
1798,O'Shea Road / Soldiers Road,INT,CAS,-38.062313,145.356782
1799,O'Shea Road / Bridgewater Boulevard,INT,CAS,-38.061405,145.34859
1800,O'Shea Road / Kimbarra Drive,INT,CAS,-38.060811,145.34379
1801,Monash Fwy / Princes Link / OShea Rd,INT,CAS,-38.062746,145.366911
1802,Police Road / Monash Fwy OB Entry Ramp,INT,DAN,-37.937981,145.196778
1803,Glen Eira Rd near McWhae Ave,POS,GLE,-37.87741,145.001939
1805,Kambrook Rd / Station Street,INT,GLE,-37.876853,145.035437
1807,Edgars Road/Scanlon Drive/Longford Road,INT,WHI,-37.646484,145.006389
1808,O'Herns Road/Edgars Road,INT,WHI,-37.63559,145.00611
1809,Donnybrook Rd/The Woods Bvld/Rosehill Bvld,INT,HUM,-37.536383,144.911722
1810,NICHOLSON ST NR MOORE ST,POS,MRD,-37.755066,144.975446
1811,SOMERTON ROAD / FLEETWOOD DRIVE,INT,HUM,-37.635897,144.888979
1812,Princes Fwy OB / Beaconsfield-Nar Nar Goon Rd Interchange,INT,CAS,-38.060196,145.373104
1813,BALLAN ROAD/ISON ROAD,INT,WYN,-37.862145,144.59948
1815,STH GIPPSLAND HWY/HALLAM RD/EVANS RD,INT,CAS,-38.057901,145.262531
1816,Hallam Road / Suez Access Road,INT,CAS,-38.052662,145.26369
1817,Blackburn Road / Connam Avenue,INT,MSH,-37.919676,145.139509
1818,O'Herns Road/Gateway Boulevard,INT,WHI,-37.634816,144.999559
1819,O'Herns Road/Koukoura Drive,INT,WHI,-37.634485,144.997006
1820,Moubray St at Wesley College,FLASH PX,MBN,-37.847944,144.981863
1824,Thompsons Road / Ceduna Road,INT,CAS,-38.091712,145.353424
1825,Dunlop Road / Proposed Access Rd,INT,MSH,-37.910601,145.157812
1827,Armstrongs Road / Railway Parade,INT,FRA,-38.093241,145.128309
1828,Hall Road / Banyan Drive,INT,CAS,-38.108841,145.248618
1829,Laurens Street near Barwise Street,POS,MBN,-37.801115,144.941795
1830,Dalton Road / Spencer Street,INT,WHI,-37.684478,145.029147
1831,Station Street near Walkers Road,POS,KIN,-38.078586,145.12369
1832,Nepean Highway nr Progress Avenue,POS,KIN,-38.079502,145.123228
1833,Nepean Highway nr Osprey Lane,POS,KIN,-38.083846,145.124278
1834,Station Street south of Patterson River,POS,KIN,-38.073772,145.122396
1835,Hampshire Road/Foundry Road,INT,BRM,-37.779457,144.83304
1836,Clayton Road / Dixon Street / Shandeau Avenue,INT,MSH,-37.919033,145.1209
1837,DONNYBROOK ROAD / PATTERSON DRIVE,INT,WHI,-37.545215,144.994337
1838,PATTERSON DRIVE / HAYES HILL BOULEVARD,INT,WHI,-37.544047,144.984426
1842,Green Gully Road/Arundel Road/Calder Freeway Entry Ramp,INT,BRM,-37.711886,144.831427
1851,DONNYBROOK ROAD / MERRIFIELD BOULEVARD,INT,HUM,-37.537739,144.923427
1852,DONNYBROOK ROAD / AITKEN BOULEVARD,INT,HUM,-37.538067,144.926391
1853,Pattersons Road / Bells Road,INT,CAS,-38.123225,145.36483
1854,Eel Race Road at Station Street,POS,FRA,-38.082074,145.124661
1856,Station St  North of The Ave,FLASH PX,KNO,-37.882303,145.294877
1860,City Vista Court North of Royale Drive,POS,MLT,-37.715422,144.726638
1861,PALMERS ROAD / NORTHERN ACCESS,INT,WYN,-37.821392,144.749436
1864,Exford Road/Elpis Road,INT,MLT,-37.723209,144.572893
1865,O'HEA NR MAY,FLASH PX,MRD,-37.73713,144.960918
1866,Hopkins Road/Kirkpatrick Boulevard,INT,MLT,-37.758603,144.702773
1867,Thompsons Road / Smiths Lane,INT,CAS,-38.094861,145.379018
1868,Saltwater Promenade/Kirra Pl/Coaching Pde,INT,WYN,-37.911917,144.769999
1869,Grand Boulevard/Altezze Drive,INT,WYN,-37.911917,144.769999
1870,Yan Yean Road/Browns Lane/Faneco Road,INT,NBK,-37.658844,145.125325
1873,Blackburn Rd / Synchrotron Access / Heart Hospital Access ,INT,MSH,-37.913758,145.140575
1874,Bridge Inn Road / Riverdale Boulevard,INT,WHI,-37.600895,145.098272
1878,HAYES HILL BOULEVARD / EUCALYPTUS PARADE,INT,WHI,-37.544842,144.991922
1879,Mt Alexander Rd/Shamrock St/Grice Cres,INT,MNV,-37.756873,144.915664
1880,KIMBERLEY DRIVE / BLACK SPRINGS ROAD,INT,YRG,-37.75773,145.311083
1881,GLENROY/WIDFORD,INT,MRD,-37.705628,144.922991
1885,Jackson Street at Geelong Grammer School,FLASH PX,STO,-37.840242,145.00936
1887,Chapel Road / HomesLeigh Road,INT,DAN,-38.009225,145.15993
1889,LIVINGSTONE ST NR WALLACE ST,POS,BAN,-37.767404,145.038392
1890,Ferris Road/Hollingsworth Drive,INT,MLT,-37.71318,144.600551
1892,Ascot Vale Road between Middle St and The Crescent,POS,MNV,-37.776763,144.923236
1893,Bourke Street near Godfrey Street (west end of east bound direction of tram at platform tram stop),FLASH PX,,,
1894,Bourke Street near Godfrey Street ( east end of Tram Superstop ),FLASH PX,GEN,,
1895,Separation ST BTN Wakanui ST and Thames ST,POS,DAR,-37.770564,145.009185
1896,Windermere Boulevard West of Pacific Promenade,FLASH PX,CAR,-38.063065,145.507363
1899,Centre Road/ Willow Avenue,INT,DAN,-37.93227,145.149178
1901,THOMPSONS/FEATHERTOP/WELLINGTON,INT,MAN,-37.766275,145.107186
1904,CRANBOURNE-FRANKSTON/WOODLANDS,INT,CAS,-38.131146,145.234396
1927,Hopkins Road/Neale Road,INT,MLT,-37.740997,144.701202
1928,Heidelberg Nr Harker,POS,DAR,-37.780987,145.029948
1929,Ballan/Hirata/Carpark Access,INT,WYN,-37.872902,144.613186
1930,Hyde Street nr Leek Street,POS,MRG,-37.817431,144.896639
1935,DUNNINGS ROAD / LENNON BOULEVARD,INT,WYN,-37.885515,144.741468
1936,BOARDWALK BOULEVARD / MILES FRANKLIN BOULEVARD,INT,WYN,-37.887319,144.732325
1937,SPRINGVALE RD/HEATHER GR/HILLCREST GR,INT,DAN,-37.957272,145.151297
1939,YAN YEAN/HAZEL GLEN,INT,NBK,-37.58815,145.141366
1941,Dohertys Road/Woods Road,INT,WYN,-37.822646,144.721414
1943,WARRS RD NR HIGHPOINT SC EASTERN ACCESS,POS,MRG,-37.774578,144.891476
1947,Park Road near Churchill Avenue,POS,BAY,-37.9651,145.053216
1948,GRATTAN ST/BARRY ST,POS,MBN,-37.79999,144.959893
1949,GRATTAN ST/LEICESTER ST,INT,MBN,-37.80012,144.961026
1951,Mornington Peninsula Freeway / Dingley Bypass ,INT,KIN,-37.960282,145.117909
1952,Mornington Peninsula Freeway / Centre Dandenong Rd,INT,KIN,-37.972787,145.115946
1953,Mornington Peninsula freeway / Governor Road,INT,KIN,-38.009463,145.122119
1954,Old Dandenong Road near Mornington Peninsula Freeway,POS,KIN,-37.970114,145.116564
1956,LEAKES/DELIVERY,INT,WYN,-37.839766,144.75186
1957,POTTER ST NR CRAIGIEBURN STATION,POS,HUM,-37.60123,144.943966
1958,Lincoln Road between Mount View Parade & Allendale Road,POS,MRH,-37.787734,145.297036
1959,Peel Street west of Wheeler street,FLASH PX,CAS,-38.029098,145.348084
1960,McLeans Road near Nathan Court,FLASH PX,WHI,-37.694667,145.059108
1963,EDWARDES NR HARBURY,POS,DAR,-37.715646,144.999954
1964,Mornington Peninsula Fwy Exit Ramp / Woodlands Drive ,INT,KIN,-37.988532,145.117666
1965,Ferris Road/Alfred Road/Wimbeldon Blvd,INT,MLT,-37.720631,144.599255
1966,DOHERTYS ROAD / PADMA BOULEVARD / SAPLING BOULEVARD,INT,WYN,-37.819158,144.689029
1967,Melton Highway/Crown Drive,INT,MLT,-37.689785,144.721942
1968,Ferris Road/Wembley Avenue,INT,MLT,-37.724612,144.598522
1969,Tuckers Road / Sofras Road,INT,CAS,-38.099515,145.34993
1970,GREENS ROAD / STORKBILL ROAD / HAINES DRIVE,INT,WYN,-37.887677,144.613599
1971,Buckley Street btn Lorraine St & Flowers St,POS,MNV,-37.756631,144.913491
1972,Thames Promenade/Mornington Peninsula Fwy,INT,KIN,-38.043386,145.141337
1975,Koukoura Dr / Eaststone Ave/Yann Dr,INT,WHI,-37.619391,144.993368
1976,Thames Promenade/Wells Road,INT,KIN,-38.044038,145.139764
1977,BALLAN/KINGLAKE,INT,WYN,-37.864448,144.603013
1978,Sth Gippsland Hwy / Glasscocks Rd,INT,CAS,-38.065771,145.266053
1979,PENTRIDGE BLVD NTH OF URQUHART ST,POS,MRD,-37.740708,144.971837
1980,FAWKNER ST NR COOPERS HILL DR & GRUNDY ST,POS,HUM,-37.676633,144.887215
1982,Thompsons Road / McCormick Road,INT,DAN,-38.073187,145.203085
1983,GAFFNEY/SUSSEX,INT,MRD,-37.73251,144.949556
1986,PLENTY ROAD / BELLEVUE BOULEVARD,INT,WHI,-37.646059,145.093941
1987,Mount Cottrell Rd/Alfred Rd/Future Rd,INT,MLT,-37.722709,144.617524
1988,BROOKFIELD/HIGHLANDER,INT,HUM,-37.575764,144.907514
1990,PLENTY ROAD / WATERVIEW DRIVE,INT,WHI,-37.613082,145.093005
1991,Mount Cottrell Road/Baxter Park Drive,INT,MLT,-37.710109,144.619778
1992,PLENTY ROAD / FRANCESCA DRIVE / TANGELO GROVE,INT,WHI,-37.613082,145.093005
1993,PLENTY ROAD / BRIDGE INN ROAD,INT,WHI,-37.60062,145.095733
1994,Laburnum St  nr Salisbury Avenue,POS,WTH,-37.820627,145.141394
1995,Centenary Ave bet Smoult Dr and Arawata Pde,POS,MLT,-37.674146,144.579721
1996,MUNRO NR LOCH ST & RAILWAY PL,POS,MRD,-37.744713,144.963086
1997,Rockbank Middle Rd bet Hepburn Way and Lanaghan Ave,POS,MLT,-37.744967,144.740168
1998,Coburns Rd bet Westmelton Dr and Princess Pl,POS,MLT,-37.677486,144.569579
1999,COOPER STREET / GREYSTONE COURT,INT,WHI,-37.647573,144.984765
2000,BURWOOD HWY/WARRIGAL,INT,BOR,-37.850387,145.095611
2001,BURWOOD HWY/GILMOUR/SOMERS,INT,WTH,-37.85082,145.099203
2002,BURWOOD HWY NR MILLICENT,POS,WTH,-37.850548,145.102026
2003,BURWOOD HWY NR PLC,POS,WTH,-37.849887,145.106529
2004,BURWOOD HWY/ELGAR/MCINTYRE,INT,WTH,-37.849615,145.109031
2005,BURWOOD HWY/DEAKIN UNIVERSITY,INT,WTH,-37.849855,145.112942
2006,BURWOOD HWY/STATION,INT,WTH,-37.850708,145.119932
2007,BURWOOD HWY NR STARLING,POS,WTH,-37.85141,145.126129
2008,BURWOOD HWY/MIDDLEBOROUGH,INT,WTH,-37.852119,145.132353
2009,BURWOOD HWY/TEMPLETON/RENOU,INT,KNO,-37.865706,145.224974
2010,MIDDLEBOROUGH/AILSA,INT,WTH,-37.839975,145.134566
2011,CANTERBURY NR BALMORAL,POS,WTH,-37.826617,145.103179
2012,BURWOOD HWY/HIGH ST RD/LEWIS,INT,KNO,-37.873198,145.247831
2013,STATION NR BRONTE & DELANY,POS,WTH,-37.848346,145.120349
2014,HIGH ST RD/TYNER,INT,KNO,-37.87498,145.244812
2015,MELBOURNE NR HOBART (KNOX CITY),POS,KNO,-37.86925,145.241974
2016,ROOKS NR MAURICE,POS,WTH,-37.823074,145.185513
2017,STUD/BERGINS,INT,KNO,-37.929575,145.23276
2018,BURWOOD HWY/BUNNINGS ,INT,WTH,-37.858601,145.19641
2019,NEPEAN HWY/BENTONS,INT,MRP,-38.244653,145.037445
2020,BURWOOD HWY NR MILPERA,POS,KNO,-37.863825,145.219784
2021,STATION BTW BOARDMAN & GARDINER CK,POS,WTH,-37.8414,145.121536
2022,STUD/EMMELINE,INT,KNO,-37.914585,145.235635
2023,NEPEAN HWY/BRUCE,INT,MRP,-38.296268,145.03088
2024,SPRING / FLINDERS LANE,INT,MBN,-37.814303,144.97441
2025,NEPEAN HWY/BALCOMBE G-SCHOOL ACC/BAY ,INT,MRP,-38.273187,145.03327
2026,HOLLAND AVE NR BURWOOD HWY,POS,WTH,-37.849739,145.115253
2027,BENTONS NR DUNNS,FLASH PX,GEN,,
2028,MORANG DR BET PINDARI AV AND MOORHEAD DR,POS,WHI,-37.658416,145.055974
2029,BALLARAT WESTERN LINK AND BURRUMBEET,INT,BLT,0,0
2030,Rooks btw Queens & Station ,POS,WTH,-37.81992,145.185491
2031,GRANTS ROAD / SERVICE ROAD,INT,HUM,-37.677154,144.848764
2032,GRANTS ROAD / TAXI PARKING ACCESS,INT,HUM,-37.677149,144.849349
2033,High Street/Southern Access Road,INT,WHI,-37.65713,145.020122
2034,BURKE NR PINE,POS,BOR,-37.840089,145.055049
2035,Hume Highway/Bunnings Access Road,INT,HUM,-37.582508,144.940491
2036,Albion St near Lawson St ,FLASH PX,MNV,-37.756651,144.93152
2037,Pearcedale Pde near Coleraine St,POS,HUM,-37.676,144.919
2040,WILLIAMSONS/AQUARENA/NORTH,INT,MAN,-37.773821,145.126957
2041,DONCASTER NR CENTREWAY,POS,BOR,-37.791291,145.095363
2042,HIGH/SUMMERHILL,INT,BOR,-37.862804,145.074573
2043,DONCASTER/WHITTENS,INT,MAN,-37.787191,145.132726
2044,DUNLOP NR FRANCIS ,POS,BOR,-37.867683,145.064943
2045,DONNYBROOK ROAD / POLARIS ROAD,INT,HUM,-37.539261,144.937441
2046,Doncaster Road / Pettys Lane,INT,MAN,-37.7875,145.113534
2047,BRIDGEWATER ROAD / FOUZ STREET,INT,HUM,-37.620117,144.930216
2048,Glen Huntly Rd btw Hopetoun St & Victori,POS,GLE,-37.88544,145.01006
2050,MCINTYRE/WHITEHILL,INT,BRM,-37.754597,144.832819
2051,OLD CALDER HWY NR KENNEDY,POS,BRM,-37.7187,144.833713
2052,OLD CALDER HWY/GREEN GULLY RD,INT,BRM,-37.71611,144.828384
2053,MAIN ROAD WEST NR AMY,POS,BRM,-37.743916,144.797179
2054,MCINTYRE/MARKET ENT,INT,BRM,-37.773053,144.829463
2055,BAKER NR JOHNSON,FLASH PX,YRA,-37.812055,145.004959
2056,HIGHETT NR GARDNER,FLASH PX,YRA,-37.813675,145.006007
2058,MAIN ROAD WEST NR PENNELL,POS,BRM,-37.743477,144.793213
2059,CAIRNLEA/WOODBURN,INT,BRM,-37.763166,144.789755
2060,MASON STREET NR BLENHEIM RD,FLASH PX,HOB,-37.840509,144.864593
2061,DUOSA RD NR LANGSHAW ST,FLASH PX,HOB,-37.826697,144.847128
2062,EDGARS NR STEEN,POS,WHI,-37.614191,145.005444
2063,Kings Road / Taylors Road,INT,BRM,-37.727579,144.782003
2065,CRAIGIEBURN RD EAST/ANDREW RD,INT,WHI,-37.608498,145.028136
2066,Burwood Hwy/Rutherford Rd/Ambo Station,INT,YRG,-37.906236,145.341622
2067,Craig Road / Southern Access Road/ Hummingbird dve,INT,CAS,-38.149636,145.292005
2068,Edithvale Road near Kinross Ave,POS,KIN,-38.03519,145.119021
2069,Merri Parade near Union Street,POS,DAR,-37.778473,144.990623
2070,MIddleborough Rd / The Boulevard,INT,WTH,-37.848185,145.13305
2071,HOTHLYN NR CARLISLE,POS,HUM,-37.601892,144.942504
2072,Dublin Road / Knaith Road,INT,MRH,-37.814636,145.247547
2073,Station Street near Harrow Street,POS,WTH,-37.821462,145.123204
2074,"Como Parade West, South of Mentone Parade",POS,KIN,-37.983061,145.065472
2075,Station Street / Childers Street,FLASH PX,KIN,-37.982635,145.066372
2078,Railway Avenue/Tarneit Road,INT,WYN,-37.896991,144.665854
2079,Railway Avenue nr Glen Street,POS,WYN,-37.89828,144.663062
2080,Cameron St / Cloverton Boulevard,INT,HUM,-37.52758,144.963834
2081,Nepean Highway near Wellwood Road,POS,KIN,-38.060238,145.118963
2082,NEPEAN HWY NR THE GLADE,POS,KIN,-38.066992,145.120055
2085,Carnish Rd near Kanooka Grove,POS,MSH,-37.927204,145.124409
2086,Centre Road / Homestead Road / Main Street,INT,CAS,-38.049229,145.31882
2089,Nepean Highway Near Monica Drive,POS,KIN,-38.066992,145.120055
2090,Dohertys Rd/Carpark Access,INT,WYN,-37.828555,144.791365
2091,Ison/Callaway,INT,WYN,-37.881883,144.591175
2092,LEAKES ROAD NR MONTMARTE DRIVE,POS,WYN,-37.835801,144.704082
2093,Boneo Road / Besgrove Street / Allambi Avenue,INT,MRP,-38.371566,144.88924
2095,Riding Boundary Road/Industrial Connector/Access Street,INT,MLT,-37.75965,144.70266
2097,Nepean Highway near Park Lane,POS,KIN,-38.031196,145.104152
2098,Tram Road between Eildon Street & Grand Boulevard,POS,MAN,-37.794903,145.126136
2100,EASTERN/NICHOLSON/PRINCES,INT,YRA,-37.793047,144.975715
2101,EASTERN HWY/QUEENS/BRUNSWICK,INT,YRA,-37.793121,144.979346
2102,EASTERN HWY NR NAPIER,POS,YRA,-37.7933,144.981219
2103,EASTERN HWY/SMITH,INT,YRA,-37.794078,144.985112
2104,EASTERN HWY/WELLINGTON,INT,YRA,-37.794388,144.988164
2105,EASTERN HWY NR GOLD,POS,YRA,-37.794106,144.989378
2107,QUEENS/RUSHALL,INT,YRA,-37.786894,144.993336
2108,EASTERN HWY/GEORGE,INT,YRA,-37.793786,144.982394
2109,EASTERN NR YOUNG (WEST BOUND),POS,YRA,-37.793654,144.981168
2110,EASTERN NR GOLD (WEST BOUND),POS,YRA,-37.794548,144.989716
2111,MAIN NR DALTON,POS,NBK,-37.725294,145.146777
2112,MAIN NR BAYFIELD,POS,NBK,-37.702782,145.16652
2113,Yan Yean Road / Old Yan Yean Road,INT,NBK,-37.670975,145.12511
2114,Yan Yean Road / River Avenue,INT,NBK,-37.66553,145.124115
2115,Yan Yean Road / Nillumbik Council Depot ,INT,NBK,-37.655387,145.124048
2116,Hopkins Road/Riding Boundary Road,INT,MLT,-37.776789,144.700235
2118,Princes Freeway/Old Geelong Road,INT,WYN,-37.879175,144.707449
2119,Princes Freeway/Princes Highway,INT,WYN,-37.881149,144.70823
2122,Palmers Road/National Drive,INT,WYN,-37.832162,144.747993
2124,Ison Road/Plane Avenue,INT,WYN,-37.885911,144.601705
2125,Clyde Road nr Gibb Street,POS,CAS,-38.034425,145.34317
2126,Old Geelong Road/Heaths Road,INT,WYN,-37.879773,144.705272
2127,Bulleen Road / Greenaway Street / Carpark,INT,MAN,-37.764895,145.082598
2129,Jardin Road / Voyager Drive / Voyager Drive East,INT,WHI,-37.604165,144.985256
2130,Officer South Road / Flanagan Avenue,INT,CAR,-38.071868,145.406991
2131,Officer South Road / Princes Freeway Entry / Exit Ramps,INT,CAR,-38.074576,145.406401
2132,Officer South Road / Rix Road / Bridge Road,INT,CAR,-38.069195,145.407582
2133,Derrimut Road near Dry Creek,POS,WYN,-37.82325,144.692976
2135,Old Princes Highway / O'Neil Road,INT,CAR,-38.05379,145.378974
2136,SUNBURY RD/HI-QUALITY ACCESS,INT,HUM,-37.612766,144.778191
2137,Nepean Highway Nth of Swansea Road,POS,KIN,-38.054278,145.116863
2140,Essex Street near Dongola Road,FLASH PX,MRG,-37.794584,144.879803
2142,Hayes Hill Boulevard / Olivine Boulevard,INT,WHI,-37.545609,144.998581
2144,Somerton Road near Blossom Drive,POS,HUM,-37.634376,144.87745
2145,SYDNEY RD/GRASSLANDS,INT,HUM,-37.616964,144.947027
2146,SYDNEY RD/MAJOR,INT,MRD,-37.706593,144.961024
2147,SYDNEY RD/AXIOM BUSINESS PARK,INT,HUM,-37.655349,144.953357
2149,SYDNEY / CAMPBELLFIELD SHOPPING CENTRE,INT,HUM,-37.68785,144.95805
2150,SYDNEY RD/BAKERS,INT,MRD,-37.72746,144.963678
2151,SYDNEY RD/SHORTS/KEADY,INT,MRD,-37.724033,144.963566
2152,SYDNEY RD NR MATHIESON,POS,MRD,-37.720905,144.963232
2153,SYDNEY RD/BOUNDARY/QUEENS,INT,MRD,-37.71869,144.963005
2155,SYDNEY RD/BOX FOREST,INT,MRD,-37.704543,144.960685
2157,SYDNEY/MAHONEYS/CAMP,INT,HUM,-37.689554,144.958231
2158,SYDNEY/SOMERSET,INT,HUM,-37.678627,144.956649
2159,HUME HWY/BARRY,INT,HUM,-37.667228,144.955101
2160,SYDNEY RD/ANDERSON,INT,MRD,-37.694747,144.959102
2161,SYDNEY RD/SOMERTON/COOPER,INT,HUM,-37.643354,144.951467
2162,SYDNEY RD/JUKES,INT,MRD,-37.701077,144.96012
2163,SYDNEY RD/LYNCH,INT,MRD,-37.71075,144.961699
2164,CRAIGIEBURN NR BENSTON,POS,HUM,-37.598851,144.940209
2165,PEARCEDALE NR COLERAINE,POS,HUM,-37.679254,144.918038
2166,PASCOE VALE/GIRGARRE,INT,HUM,-37.670361,144.923778
2167,SYDNEY RD/BOLINDA,INT,HUM,-37.683969,144.957512
2168,MAHONEYS/PIPEWORKS MARKET,INT,HUM,-37.690225,144.96438
2171,BROADMEADOWS DEV/NTH CIRCULAR,INT,HUM,-37.680933,144.892761
2172,WRR/PASCOE VALE,INT,HUM,-37.694667,144.915258
2173,SYDNEY/WRR,INT,MRD,-37.692181,144.95865
2175,MICKLEHAM/GARDEN,INT,HUM,-37.692486,144.881606
2176,BOUNDARY/PASCOE/WEST,INT,MRD,-37.716514,144.936639
2177,MELROSE/TRADE PARK,INT,HUM,-37.694123,144.8754
2178,SYDNEY RD/NORTHBOURNE/TRUCK CITY,INT,HUM,-37.647509,144.952129
2179,SYDNEY RD/KINGSWOOD,INT,HUM,-37.591914,144.942488
2180,SOMERTON/RESERVOIR/ROXBURGH PARK S/C ,INT,HUM,-37.640866,144.931418
2181,HUME/AUSTRAK,INT,HUM,-37.638051,144.950588
2182,DONALD CAMERON/LINCOLN/THOMAS BRUNTON,INT,HUM,-37.630568,144.928267
2183,SYDNEY RD/STANLEY/SOUTH PACIFIC,INT,HUM,-37.628458,144.949032
2184,SYDNEY/AMAROO/GRAND,INT,HUM,-37.584128,144.940814
2185,HUME/CRAIGIEBURN,INT,HUM,-37.597422,144.942999
2186,AMAROO/HUME FWY NB EXIT R,INT,HUM,-37.583831,144.942712
2187,SYDNEY/MITRE 10 ENTRY,INT,HUM,-37.687026,144.957683
2188,SOMERTON/UNION,INT,HUM,-37.642246,144.941753
2189,SOMERTON/AUSTRAK,INT,HUM,-37.642867,144.946723
2190,MELROSE/APAC,INT,HUM,-37.678237,144.859242
2191,SYDNEY/LORNE,INT,MRD,-37.714854,144.961987
2193,DONNYBROOK/HUME FWY NB RAMPS,INT,HUM,-37.539477,144.945481
2194,SOMERTON/PASCOE VALE/DAVID MUNROE,INT,HUM,-37.640549,144.928781
2195,SOMERTON/MAGNOLIA,INT,HUM,-37.639441,144.919481
2197,ENGLISH STREET / NORMAN ROAD,INT,WHI,-37.549427,144.962234
2198,ARNOLD/SPRING,INT,WTH,-37.814303,145.118804
2199,NELSON NR THAMES,FLASH PX,WTH,-37.813751,145.120004
2200,WHITEHORSE/UNION,INT,BOR,-37.815013,145.099384
2201,WHITEHORSE NR MARLBOROUGH,POS,WTH,-37.815433,145.102819
2202,MAROONDAH/HIGH,INT,WTH,-37.816019,145.107704
2203,MAROONDAH/ELGAR,INT,WTH,-37.816894,145.11503
2204,MAROONDAH/NELSON,INT,WTH,-37.817539,145.119277
2205,MAROONDAH NR MARKET,POS,WTH,-37.818083,145.122018
2206,MAROONDAH/STATION,INT,WTH,-37.818296,145.123782
2207,MAROONDAH/DORKING,INT,WTH,-37.818902,145.130616
2208,MAROONDAH/MIDDLEBOROUGH,INT,WTH,-37.819847,145.138449
2209,MAROONDAH/LINSLEY,INT,WTH,-37.818661,145.128589
2210,MAROONDAH NR WATTS,POS,WTH,-37.818425,145.124893
2211,STATION NR PAISLEY,POS,WTH,-37.805484,145.126146
2212,MAROONDAH HWY/MARKET/MURRAY,INT,MRH,-37.816734,145.224375
2214,MAROONDAH HWY(WHITEHORSE)/CLISBY,INT,WTH,-37.818102,145.121422
2218,STATION NR WOOD,FLASH PX,WTH,-37.820514,145.176797
2219,ELGAR NR MAROONDAH ,POS,WTH,-37.816459,145.115105
